weight,height,color,no_of_wheels,vehicle_type
2759,139,green,4,car
2671,116,red,2,bike
2068,175,green,4,bike
1158,157,blue,4,bike
2643,113,green,2,bike
2954,129,red,2,bike
1740,131,blue,2,bike
1466,161,green,4,car
2707,123,green,4,bike
2014,199,red,2,car
1099,102,blue,4,car
1566,168,green,4,bike
1502,110,red,2,car
1833,174,red,4,car
1075,184,blue,2,car
2720,182,red,2,car
2177,186,red,2,car
2594,114,red,4,car
1057,134,blue,2,bike
1303,101,red,4,bike
2579,138,green,2,car
1266,159,blue,2,bike
2485,189,green,4,car
2394,181,green,4,bike
2308,115,green,2,bike
1753,174,red,2,bike
2234,192,blue,2,bike
2087,111,green,2,bike
2914,148,green,4,bike
2296,158,green,2,bike
1637,115,blue,2,car
1835,125,green,2,car
1831,179,blue,2,bike
2727,106,blue,2,bike
1771,131,red,2,car
2484,146,green,2,bike
2915,185,green,2,car
1001,185,blue,2,bike
1906,187,blue,2,bike
1002,132,blue,4,car
2282,197,red,4,car
2775,192,red,4,car
2259,130,red,2,bike
1558,176,blue,4,car
1686,158,blue,4,car
2586,134,red,2,car
1325,154,red,2,car
1276,155,red,4,car
2833,107,blue,2,car
1625,152,red,2,car
1709,165,blue,2,car
2319,136,blue,4,bike
1548,144,green,4,car
1327,145,red,4,car
1674,135,red,2,car
2031,116,red,4,bike
2931,129,red,4,bike
1665,171,green,2,bike
2242,156,red,2,bike
1707,119,red,4,bike
2482,194,blue,4,car
2293,102,red,4,car
2755,154,green,4,car
2063,171,green,4,car
2505,125,blue,4,car
2521,179,blue,2,car
1961,139,blue,4,car
2347,166,blue,4,bike
1186,182,blue,4,car
1602,124,green,4,car
2745,123,green,4,car
2180,167,red,2,bike
2813,115,blue,4,bike
1941,103,blue,4,car
1644,136,blue,2,bike
2168,108,blue,2,bike
2448,191,green,2,car
1050,112,red,2,car
1706,170,red,4,bike
2973,122,green,2,car
2513,147,red,2,bike
1574,110,green,4,car
1443,194,red,2,bike
1129,165,red,2,car
1868,109,green,4,car
1025,198,green,4,car
2790,187,green,2,car
2582,174,green,4,car
2609,174,red,2,car
1901,113,red,4,bike
2036,166,green,2,car
2152,133,red,4,car
1904,135,blue,2,bike
2981,147,blue,2,bike
1067,194,green,4,bike
2505,148,green,4,car
1001,138,red,2,bike
2345,164,green,2,car
1313,192,green,4,bike
1677,196,blue,4,car
2423,131,red,2,car
1961,105,green,2,car
2068,119,red,2,car
1888,149,blue,4,bike
2376,122,red,2,car
2426,182,blue,2,bike
2759,169,red,4,car
2741,123,blue,4,car
1582,194,green,4,bike
2213,197,green,2,bike
2840,114,green,4,car
1927,113,red,2,car
1284,111,green,2,bike
1933,173,red,2,car
1557,116,blue,2,car
1342,161,green,2,bike
2627,105,green,4,bike
2764,119,green,2,car
1627,136,blue,2,bike
1724,164,green,4,car
1951,146,green,4,car
1651,121,green,4,car
1179,111,blue,4,car
2102,199,red,2,car
2493,159,blue,4,car
2381,140,blue,4,car
2512,193,blue,4,bike
1655,125,blue,4,bike
2960,199,green,2,bike
1138,152,red,4,bike
2744,184,red,4,bike
1198,112,green,4,bike
1333,103,green,2,car
1183,144,green,2,bike
1843,157,red,4,bike
2463,119,red,2,bike
2926,140,red,2,bike
2075,160,red,4,bike
2728,127,green,2,car
1302,135,blue,4,car
1231,155,blue,4,bike
2645,114,red,2,bike
1134,141,red,2,car
2767,122,blue,2,bike
1850,161,red,2,bike
2293,143,blue,4,car
2094,187,green,4,car
1941,180,red,4,car
2881,129,blue,2,bike
1472,171,blue,2,bike
1853,197,red,2,car
2136,117,red,4,bike
2957,153,green,4,bike
1842,114,red,2,bike
2442,110,red,4,car
1939,139,red,2,bike
1475,139,blue,4,car
2210,178,blue,2,car
2457,163,red,4,bike
1446,110,green,2,car
2542,166,red,2,car
2874,140,red,4,bike
2922,109,red,2,car
1155,161,blue,2,bike
1912,177,red,4,car
2835,195,green,4,car
2334,122,green,4,bike
1593,191,blue,4,bike
2380,163,green,2,car
2783,158,red,4,car
2264,120,blue,2,car
1192,119,green,2,bike
2738,152,green,2,car
2592,139,red,4,bike
2585,128,red,2,bike
2836,104,green,4,car
1831,188,red,4,bike
1916,100,red,2,bike
2571,183,green,2,car
2106,151,green,4,car
1193,114,blue,2,bike
1356,112,blue,4,car
1017,194,red,2,bike
1546,192,blue,4,bike
1233,150,green,2,bike
1295,119,red,4,bike
2837,132,red,4,car
2758,143,green,4,bike
2422,143,blue,4,car
2652,143,red,4,car
2590,146,green,2,bike
2555,101,red,2,bike
1531,151,red,2,car
1161,106,blue,2,bike
1492,161,blue,4,bike
1568,152,blue,2,car
2857,112,blue,4,bike
1765,143,green,4,bike
1520,113,blue,2,car
2610,185,red,2,car
2541,181,green,4,bike
1680,160,red,4,car
2340,177,blue,2,bike
2580,136,red,2,car
1552,175,green,4,car
1642,182,red,4,bike
2413,107,red,4,bike
2670,183,blue,2,bike
1936,156,red,4,bike
1248,133,green,4,bike
1466,176,green,2,car
2417,166,blue,4,car
2057,194,red,2,car
2631,123,red,4,car
1208,186,red,2,car
2346,118,green,4,bike
2306,101,green,4,bike
2296,145,green,4,car
2886,110,green,2,bike
1386,110,red,4,car
2960,139,green,2,bike
2816,172,red,2,bike
1449,101,red,2,bike
1341,154,blue,4,bike
2644,116,blue,2,bike
1113,127,green,4,car
1612,129,green,2,car
1543,152,blue,4,bike
2553,152,blue,2,car
1467,200,red,2,bike
2481,125,blue,4,car
1974,124,green,4,car
1570,104,green,2,bike
1503,149,blue,2,car
1967,123,red,4,bike
2362,184,blue,4,car
1439,150,blue,4,car
1089,178,green,4,bike
1953,106,blue,2,car
1149,193,green,4,car
1238,152,red,2,bike
1946,130,red,4,bike
2752,133,blue,4,bike
2776,121,red,2,car
1659,167,green,2,car
1143,107,green,2,bike
2030,189,blue,4,bike
2587,105,red,4,car
1224,158,blue,2,car
1331,121,green,2,car
2792,191,red,4,bike
2272,188,blue,4,bike
1478,138,green,2,car
1291,189,red,4,bike
1445,136,green,2,bike
2135,124,green,4,car
1226,116,green,2,bike
2889,142,green,4,bike
2015,188,green,2,bike
2424,131,green,4,car
1544,184,green,4,car
2377,160,red,2,car
1844,129,green,4,bike
2790,126,red,2,bike
1938,166,red,2,bike
2847,118,green,4,car
2263,169,green,4,bike
2175,157,green,2,car
2684,196,red,2,bike
1406,108,red,2,car
2572,150,green,4,car
1874,111,green,2,car
2062,132,green,4,car
1399,197,green,2,bike
2940,173,red,4,bike
2152,106,blue,4,car
2574,105,blue,2,car
2845,165,green,4,bike
1082,154,red,2,car
2645,164,green,2,car
2457,128,green,2,bike
1617,113,red,2,bike
1751,139,red,2,bike
1648,182,blue,2,bike
1456,132,green,2,car
1522,119,green,4,bike
2039,167,blue,2,car
1105,103,green,4,car
2391,185,red,2,car
2731,128,blue,4,car
1198,146,blue,2,car
2518,187,red,2,car
2692,199,green,4,bike
2151,125,blue,2,car
1207,112,blue,2,bike
2537,150,green,4,bike
1716,198,red,2,bike
1897,145,blue,4,bike
2465,186,red,4,car
2457,160,red,4,car
2075,158,red,4,car
1338,136,red,2,car
2160,185,blue,4,car
1128,143,green,2,bike
1249,178,red,2,car
2236,158,red,4,car
1796,108,red,4,bike
2874,153,blue,4,car
1704,137,blue,2,car
1721,197,blue,2,bike
2983,137,red,4,bike
1564,130,red,4,car
1236,127,blue,2,car
2835,186,red,4,bike
2033,149,green,4,bike
1459,160,blue,2,bike
2685,118,blue,4,car
2445,114,red,4,car
1512,157,blue,2,car
2796,157,blue,4,car
2491,171,blue,4,bike
2806,166,red,2,bike
1536,186,blue,4,bike
2240,122,red,2,bike
1013,195,green,2,car
1255,131,green,2,car
1674,172,green,2,car
1564,102,green,2,car
2881,142,red,4,bike
2993,105,green,4,bike
2278,176,red,2,bike
1445,130,green,2,car
1018,162,blue,2,bike
2270,172,red,4,bike
1741,152,red,4,bike
1857,129,blue,2,bike
1587,120,red,4,bike
1957,171,red,4,bike
1547,151,green,2,car
1816,164,green,2,car
2687,186,red,4,car
2011,159,blue,2,car
1621,158,green,2,car
2887,120,red,2,car
1847,176,red,4,bike
2389,147,green,2,bike
2092,156,red,2,bike
1881,120,green,4,bike
2865,143,red,2,car
2223,116,blue,2,bike
1488,176,blue,2,car
2121,161,green,2,car
2044,176,green,2,bike
2880,150,green,4,bike
2181,190,green,2,bike
2833,136,red,4,bike
2474,198,red,4,car
2719,177,blue,4,car
2448,198,blue,2,car
2465,193,red,4,bike
2866,118,green,2,bike
1969,166,blue,2,car
1526,120,blue,4,car
2856,121,green,4,bike
1775,106,green,4,car
1833,168,blue,4,car
1559,151,green,4,car
1017,153,red,2,car
2996,138,green,4,car
1103,180,green,2,car
2240,139,green,4,car
1975,115,red,4,bike
1533,158,blue,4,car
2535,117,green,4,car
1552,116,blue,4,bike
1402,185,red,4,car
1366,135,green,4,bike
1052,181,red,4,bike
1620,174,red,2,car
2692,196,green,4,car
2780,140,green,4,bike
2279,126,blue,4,car
1805,160,green,2,bike
1701,178,red,2,car
1631,168,blue,2,car
1388,126,red,2,bike
2554,170,blue,2,car
1686,183,blue,4,bike
1102,100,red,4,car
2995,161,blue,4,bike
2246,138,blue,4,bike
1782,125,blue,4,bike
1082,167,green,2,car
1604,160,red,4,bike
2666,195,green,4,bike
1881,200,blue,2,car
1084,195,blue,4,car
1525,112,red,2,car
1009,167,blue,2,bike
2195,139,green,2,car
1804,119,blue,2,bike
2544,189,green,2,bike
2420,145,blue,2,car
1193,114,red,4,bike
1223,155,red,4,bike
2053,145,green,2,bike
1884,139,blue,2,bike
2138,102,blue,4,bike
1280,135,green,4,bike
2795,104,blue,2,bike
2077,151,blue,2,car
2407,148,green,4,bike
1283,145,green,2,bike
2546,102,green,4,bike
1737,120,red,2,bike
2731,172,blue,4,car
1421,153,green,2,car
2954,157,green,4,bike
1562,151,green,4,bike
2626,112,blue,2,car
1445,173,red,4,bike
1008,199,blue,4,car
1508,190,red,2,bike
2757,132,blue,2,car
1464,181,red,2,bike
1830,152,green,4,car
2203,181,red,2,bike
1560,178,red,2,car
2594,193,red,2,car
1633,139,green,4,car
2533,169,blue,2,bike
2232,193,red,4,bike
1873,128,red,4,car
2557,170,red,4,car
1835,163,green,2,car
1443,159,blue,4,car
2080,187,red,2,car
2042,108,green,4,bike
2457,116,red,2,car
1072,108,red,2,bike
2933,115,blue,2,car
1719,177,green,2,bike
1603,193,green,2,car
1523,152,blue,4,bike
1569,147,red,2,car
1022,137,blue,4,car
2727,197,blue,4,bike
1895,125,green,4,bike
1931,155,green,4,bike
2567,159,blue,4,bike
1693,151,green,2,car
2575,118,blue,2,bike
2731,200,green,4,bike
1864,159,blue,2,bike
1435,125,red,4,bike
2367,200,red,4,car
2884,133,blue,2,car
1169,173,blue,4,bike
1211,176,red,2,bike
2479,178,green,2,car
1079,148,green,4,bike
1660,187,blue,4,car
2606,153,red,2,car
2286,196,red,2,car
1938,140,red,4,car
1808,120,green,4,car
1496,129,red,4,bike
2451,115,green,2,car
2056,151,red,4,bike
2041,113,red,2,car
2944,136,green,2,car
1960,198,green,4,bike
2337,130,red,2,car
1018,121,green,2,bike
2797,150,blue,4,car
3000,171,red,2,car
1749,180,green,4,car
2122,144,green,2,bike
1288,179,red,4,car
2654,176,blue,2,bike
2467,169,blue,4,bike
1005,190,blue,4,car
2370,184,blue,2,bike
1024,199,green,4,bike
1999,144,red,4,bike
1052,111,red,2,bike
1170,126,red,2,car
1188,106,green,4,bike
1825,162,green,4,car
2231,146,red,2,car
2252,180,green,4,car
1546,108,blue,2,car
2726,117,red,4,car
1058,147,green,4,car
1135,156,blue,4,car
2109,154,blue,2,car
2868,191,green,4,bike
2012,148,blue,2,bike
1387,193,green,4,car
2924,178,blue,4,bike
2796,184,green,2,car
1632,168,blue,4,bike
1576,193,blue,4,bike
2546,174,green,2,car
1027,128,red,4,car
2061,126,red,2,bike
2853,127,green,2,bike
2462,128,green,4,bike
1638,100,blue,2,bike
1703,157,blue,2,car
2633,183,red,4,car
2065,161,blue,4,car
2354,137,green,2,bike
1130,115,red,4,bike
1599,179,green,4,car
1177,168,red,2,car
1849,151,green,4,car
2294,113,blue,2,bike
1713,145,blue,4,bike
1177,137,green,2,bike
1367,187,red,4,bike
1493,185,blue,4,bike
2083,127,green,2,car
1504,142,red,2,bike
2951,144,blue,4,car
2851,149,blue,4,bike
2547,154,red,2,bike
1257,150,blue,4,car
1662,151,green,2,bike
2925,151,red,4,bike
2390,167,red,2,bike
2943,142,blue,2,bike
1778,149,red,2,car
2418,199,blue,2,car
1942,137,green,2,bike
2720,194,red,4,car
1005,188,blue,4,car
1396,134,red,4,bike
2408,184,green,4,bike
2202,160,green,4,bike
1689,168,blue,2,bike
2677,178,red,4,bike
1558,170,green,2,bike
1794,175,green,2,bike
2892,111,blue,2,car
1181,157,red,4,bike
2945,184,blue,4,car
2515,129,blue,4,car
2876,191,red,4,bike
1394,116,red,2,car
1647,186,blue,2,bike
1519,126,green,4,car
2513,164,green,4,car
1824,189,blue,4,car
1094,114,green,4,car
1519,168,red,4,bike
1842,118,green,4,car
2243,106,green,4,car
1925,124,green,2,bike
1915,195,red,2,bike
1261,151,blue,2,bike
2381,115,green,2,car
2755,182,green,4,bike
1429,115,green,2,bike
1655,184,green,2,car
2751,112,blue,2,car
1071,117,green,2,bike
1721,199,red,2,car
2203,118,blue,4,bike
2121,186,red,4,car
2748,191,red,2,bike
2338,128,green,2,bike
2789,148,green,2,car
1761,158,green,2,car
1240,102,green,2,car
1128,155,green,4,car
2255,194,blue,2,car
2199,162,green,4,car
1399,145,red,4,car
1175,182,red,2,bike
2367,120,red,4,bike
2842,118,blue,4,bike
1661,155,blue,4,bike
2919,126,red,2,car
1125,169,green,4,bike
1947,166,blue,4,car
2590,146,green,4,car
1395,121,blue,2,bike
1253,135,blue,2,bike
1297,187,blue,4,car
1585,195,green,4,car
1418,133,blue,4,car
2011,130,blue,2,bike
2774,140,green,4,bike
1176,154,red,2,car
1887,130,blue,2,bike
1050,171,red,4,bike
1103,104,red,2,bike
1181,159,red,2,bike
2640,119,red,4,bike
1042,170,blue,4,bike
1089,199,red,4,bike
2720,184,green,2,bike
2167,119,green,2,bike
2629,177,red,4,car
1432,115,blue,4,bike
2535,121,green,4,bike
2921,127,green,2,car
1290,191,red,4,bike
2309,100,red,4,car
1232,162,blue,4,bike
1059,184,green,4,bike
2598,168,blue,2,bike
1189,161,blue,4,bike
2216,110,red,2,bike
1993,141,blue,4,bike
2047,191,blue,4,bike
2843,111,red,2,bike
1049,141,blue,2,car
2640,155,blue,4,car
1915,198,green,2,car
1126,191,green,4,bike
2177,110,green,4,car
2501,177,red,2,bike
2870,177,red,2,bike
2126,101,green,2,bike
2396,199,blue,4,car
1648,157,green,4,bike
1696,158,red,2,car
2215,138,green,4,bike
2570,130,red,2,bike
1339,142,red,2,bike
2309,186,green,2,car
1312,150,red,4,bike
2528,159,green,4,bike
2802,100,green,4,car
2414,186,blue,2,bike
1860,122,green,4,car
2229,132,red,2,bike
2511,142,red,4,car
1762,157,blue,2,bike
1924,169,green,2,bike
1478,115,red,4,car
1440,150,green,2,bike
2386,131,red,4,bike
2041,171,blue,2,bike
1057,148,red,4,bike
2122,121,red,4,car
1733,124,green,2,car
1131,200,blue,2,car
2356,179,blue,4,bike
1900,162,blue,4,car
2262,199,red,2,bike
1119,193,green,4,car
2257,167,green,2,car
1949,177,red,2,car
1480,179,red,2,car
1318,177,blue,4,car
2982,186,green,2,bike
3000,132,red,4,bike
2412,104,green,4,bike
2180,109,blue,4,car
2743,142,green,4,bike
1991,148,blue,4,car
1873,177,green,2,car
1506,158,blue,4,car
2071,113,red,4,bike
2130,175,blue,2,bike
2908,156,red,4,bike
1836,173,red,4,bike
1470,135,blue,4,bike
2099,139,red,4,bike
1234,118,red,2,bike
2308,153,blue,4,car
2251,109,red,4,bike
1601,113,blue,2,bike
1422,106,blue,2,bike
2119,192,blue,4,car
2461,151,green,4,car
1818,164,blue,2,car
2677,192,red,4,car
1574,104,red,2,car
1297,137,blue,4,bike
2834,170,green,2,bike
1054,181,red,2,bike
2289,111,red,4,car
1733,153,green,4,car
2515,153,blue,4,car
1230,116,blue,2,car
1653,109,green,2,bike
2817,170,green,2,car
2225,170,blue,4,bike
1798,166,red,4,car
2720,114,blue,2,car
2515,133,blue,4,bike
2943,137,green,4,car
2001,123,red,4,car
1738,128,red,2,car
1631,166,green,4,bike
2577,105,red,2,bike
1071,191,red,2,bike
1192,145,green,2,car
1703,154,blue,2,car
1163,126,blue,2,bike
1754,135,green,2,car
1118,131,green,2,car
1861,144,blue,2,bike
1736,102,red,4,car
1632,106,red,4,car
1721,162,blue,4,bike
2314,180,green,2,bike
2790,100,blue,2,bike
2798,125,green,4,bike
2779,158,green,4,car
1981,117,red,2,car
2407,177,red,4,car
1464,156,green,2,car
2740,128,blue,4,bike
2414,198,red,4,bike
2094,120,red,2,car
2990,135,red,2,car
2260,142,red,4,bike
1922,193,blue,4,bike
2397,194,red,2,car
2064,129,blue,2,bike
2983,143,red,2,car
2075,107,green,4,bike
2412,145,green,2,car
1579,152,red,2,bike
1156,104,red,4,car
2124,148,red,2,car
2074,139,green,2,car
1684,107,green,4,bike
2625,170,red,2,car
1274,124,red,2,car
1139,118,blue,2,bike
2005,157,red,2,bike
2757,120,red,4,car
2168,154,green,4,car
1177,184,green,2,car
2604,168,red,2,bike
2199,153,blue,4,car
2753,162,blue,4,bike
1362,114,blue,2,car
1307,168,green,4,car
2969,145,blue,4,bike
1173,190,red,2,bike
2539,122,green,2,bike
2327,198,green,4,car
1460,156,blue,2,car
2880,167,blue,4,bike
2735,155,green,2,car
1836,111,red,4,bike
2890,199,green,2,car
2508,121,green,4,bike
1750,115,blue,4,car
2369,149,red,4,car
2581,139,red,2,car
2484,164,green,4,bike
2713,139,blue,2,bike
1735,143,green,2,car
2315,139,green,4,bike
1098,111,blue,2,bike
2379,145,blue,2,bike
1737,109,green,4,car
1192,198,green,2,car
2223,141,blue,2,bike
2691,159,green,2,bike
2451,149,green,2,car
2722,152,green,4,bike
1089,183,green,2,car
2514,176,red,2,car
2507,187,green,4,car
2304,106,blue,2,bike
1666,160,blue,4,bike
1438,126,green,4,bike
2024,189,red,2,car
1151,153,blue,2,car
2256,161,green,2,bike
1664,197,red,4,car
2834,158,red,4,bike
1666,153,green,4,bike
2262,151,blue,4,bike
2192,200,green,4,bike
1533,107,blue,4,car
1600,131,red,4,bike
2788,104,blue,2,bike
2943,117,green,2,bike
2290,146,blue,4,car
2500,187,red,2,car
2377,126,red,4,car
1119,195,red,4,car
2633,174,green,4,bike
2551,160,green,2,car
2241,137,red,2,car
2265,155,blue,4,car
1365,179,red,4,bike
2595,175,green,2,bike
1585,162,red,2,car
2373,131,green,2,car
1987,182,green,2,car
2170,162,green,2,car
2394,192,red,2,bike
2491,195,green,2,car
2347,160,green,4,bike
1922,171,red,2,car
1227,163,red,2,car
2664,112,red,2,car
1466,181,blue,4,car
2572,156,blue,2,bike
2598,177,green,4,car
2948,186,green,4,bike
2898,200,blue,2,bike
2272,199,red,4,bike
2947,112,green,4,bike
1306,187,blue,4,car
2232,173,green,2,car
1651,143,blue,4,car
1574,174,red,2,bike
1232,123,green,4,car
1954,192,green,4,car
2652,162,red,2,car
2394,105,red,2,car
2193,100,red,2,bike
2919,105,red,4,car
2113,163,red,2,car
1618,147,red,4,car
1891,185,blue,4,car
2403,165,red,2,car
1851,169,red,2,car
2325,172,blue,4,car
1433,184,green,2,bike
2489,101,red,4,bike
1718,159,blue,4,car
2872,112,blue,2,bike
1929,111,green,4,car
1155,191,red,4,car
1270,198,red,2,car
2970,139,blue,2,car
2458,137,blue,2,car
2422,198,red,4,bike
1459,185,green,2,bike
2052,198,blue,4,bike
2316,102,red,4,bike
1239,193,green,2,bike
1120,110,blue,4,car
2484,188,green,4,bike
1314,197,blue,4,car
1093,181,blue,2,car
1772,187,red,2,car
2319,197,red,2,bike
2028,141,green,4,car
2160,196,blue,2,car
2977,110,blue,4,bike
2371,172,red,4,car
1280,127,blue,2,car
1382,100,green,2,car
2378,115,red,4,bike
1933,163,blue,4,bike
1644,108,green,2,car
1583,128,red,4,bike
2080,188,green,4,bike
1574,155,red,4,car
2895,108,red,2,car
2258,198,green,2,bike
1191,175,blue,2,car
1806,139,blue,4,bike
2745,102,red,4,car
2809,112,blue,4,car
2411,145,red,2,bike
1074,176,red,4,car
1935,161,blue,4,bike
2742,134,red,2,car
2055,147,green,2,bike
1240,102,green,4,bike
1357,153,red,2,bike
1155,106,blue,2,car
1631,194,red,4,car
1979,166,red,2,car
2946,114,green,4,car
1841,178,red,2,bike
2532,169,blue,2,car
1692,176,blue,2,car
1506,139,red,2,car
1428,134,red,2,bike
1290,132,blue,2,car
1788,181,blue,4,bike
1350,154,green,4,bike
1170,101,blue,2,bike
1222,145,blue,2,car
1759,188,blue,4,bike
1841,193,blue,4,car
1778,182,green,4,car
2920,180,red,4,bike
2231,101,blue,2,bike
2364,113,red,4,car
1757,165,blue,4,bike
1711,143,red,2,bike
1428,157,blue,4,bike
1116,150,red,4,bike
2181,135,red,4,bike
2241,152,blue,2,car
2594,159,green,2,bike
1753,145,green,4,bike
1810,151,green,4,bike
2461,100,green,4,car
1323,132,green,2,car
2772,191,red,4,car
1977,141,blue,2,car
2322,145,red,2,car
2781,175,blue,2,car
1547,137,red,4,bike
2527,115,green,4,car
2125,196,red,2,car
1292,150,red,2,bike
2750,171,green,2,bike
1386,196,red,2,car
2511,128,green,4,car
1972,153,blue,4,car
1461,119,blue,4,car
1848,105,blue,2,car
1063,120,red,2,bike
1890,184,red,4,car
1303,170,green,2,car
2774,180,red,4,bike
1596,154,blue,2,car
1017,163,blue,4,car
1986,152,green,4,car
2712,159,red,4,car
1144,170,green,4,bike
2402,151,green,2,car
2427,173,blue,4,bike
1880,177,green,4,bike
1605,125,green,4,car
2148,143,blue,4,car
2959,129,blue,2,bike
2067,168,blue,2,car
2369,137,red,2,bike
2152,143,red,2,bike
2155,172,green,4,bike
2079,190,green,2,bike
2606,119,blue,2,car
1848,153,blue,2,bike
1821,147,blue,2,car
2662,159,green,2,car
2311,200,red,4,car
1089,185,red,2,bike
2470,142,green,4,car
1206,195,red,2,bike
2791,180,red,2,bike
2002,199,green,4,bike
2594,128,red,2,car
1361,196,green,4,car
1007,194,red,4,car
1529,158,red,4,car
2204,138,blue,4,bike
1001,141,blue,2,car
2993,114,red,2,bike
2646,148,green,2,car
1254,192,blue,4,car
1073,170,red,2,car
1997,157,red,2,bike
1315,134,red,2,car
2270,189,blue,2,bike
1667,173,red,4,bike
1742,155,red,2,bike
2967,108,red,2,bike
1310,188,red,4,car
1943,136,blue,4,bike
2544,142,green,2,bike
1800,143,red,2,car
1124,194,green,4,car
1237,153,blue,2,car
1628,176,blue,4,car
2860,163,red,2,car
2944,104,blue,2,car
1136,135,green,2,car
2303,114,green,2,bike
2705,124,blue,2,bike
1676,104,red,2,bike
2755,163,green,4,car
1391,122,blue,2,car
1109,193,red,4,bike
1563,142,blue,2,car
1093,123,blue,4,bike
2576,152,red,2,car
1349,186,red,4,car
2962,188,blue,4,car
2698,129,blue,2,bike
1733,178,red,4,bike
1659,127,blue,2,bike
2425,124,green,4,car
1327,124,blue,2,car
1960,103,green,2,bike
2692,143,red,2,bike
2926,165,blue,2,car
1430,172,blue,4,bike
1659,189,red,2,bike
1360,177,red,2,car
1003,173,red,2,bike
2188,154,blue,4,car
2422,145,blue,4,car
2302,109,red,4,car
1510,159,green,2,bike
1564,185,green,2,car
1614,196,green,2,car
2636,114,blue,4,car
2056,107,green,2,bike
2471,103,green,4,bike
2400,172,green,4,bike
2588,121,green,4,bike
2941,171,blue,2,bike
2812,176,red,4,bike
1494,173,blue,4,bike
1578,189,blue,2,bike
2612,103,red,4,car
2103,158,green,4,car
2032,171,blue,4,car
1610,119,green,4,bike
1691,124,green,4,car
1075,144,red,4,car
1669,174,blue,4,car
1479,111,red,2,bike
2629,133,red,4,bike
2588,136,blue,4,car
1992,109,red,2,bike
2822,186,green,2,car
2095,122,green,2,car
2386,117,green,4,bike
1440,185,blue,4,bike
2539,164,blue,2,car
1934,200,red,2,car
1584,119,blue,4,bike
2145,132,blue,4,bike
1331,167,red,2,car
1812,144,blue,4,bike
2578,111,green,4,car
1008,105,blue,4,bike
1450,133,blue,2,car
2871,167,blue,2,bike
1913,187,green,2,bike
2777,181,red,2,car
2949,190,green,2,bike
1494,198,green,2,car
2851,116,red,2,bike
1821,134,blue,4,bike
2911,175,green,4,car
2752,162,green,4,bike
1938,135,blue,4,car
2141,175,blue,2,car
2297,192,red,2,car
2363,118,green,2,bike
1934,146,green,2,bike
2129,105,blue,4,bike
1873,165,green,2,car
2536,147,green,2,bike
2111,149,red,4,car
1791,113,blue,2,car
2571,135,blue,2,car
1201,177,red,4,bike
1594,196,blue,4,bike
2413,170,red,2,bike
1554,106,green,4,bike
2658,161,green,4,bike
2471,134,green,4,car
2911,112,blue,4,car
2604,198,blue,4,bike
1637,141,blue,4,car
2720,173,green,2,bike
2290,196,red,4,car
2222,127,green,4,car
2933,121,green,4,bike
1697,113,red,2,car
1620,134,red,2,car
2715,132,green,4,bike
2125,193,green,2,bike
1615,145,blue,2,car
2574,163,red,2,car
1974,165,red,2,car
2408,153,blue,2,bike
2056,142,red,2,bike
1282,161,green,4,car
2090,125,blue,4,car
2995,154,blue,2,bike
1372,134,blue,4,bike
1591,168,blue,2,car
2930,113,green,2,car
1547,180,green,4,bike
1567,104,blue,2,bike
2351,106,green,4,car
1800,145,blue,4,bike
1864,135,blue,4,bike
2577,148,green,2,car
2634,187,green,4,bike
2932,152,red,4,bike
1248,130,red,4,car
2549,184,green,2,bike
2617,171,blue,2,car
2344,101,blue,4,car
2680,121,blue,2,bike
1993,193,green,2,bike
2152,150,red,2,bike
1354,142,red,4,car
2829,139,red,2,bike
2560,114,green,4,car
1496,115,blue,2,bike
2705,152,red,4,car
2257,130,green,4,bike
2384,108,blue,4,bike
2480,141,green,4,car
2728,151,red,2,bike
1730,192,red,2,car
2331,182,blue,2,car
2198,165,blue,2,bike
2932,181,blue,4,bike
2115,154,blue,4,bike
1996,117,blue,2,bike
2532,152,red,4,bike
1337,174,green,4,bike
2693,145,red,4,car
1615,146,blue,2,car
2692,113,green,4,car
2432,142,blue,2,car
2071,145,blue,4,car
2416,180,green,2,bike
1729,127,green,4,car
1191,125,green,2,car
1451,161,blue,4,bike
1941,193,green,2,bike
2087,190,green,4,car
1816,103,green,4,bike
1037,144,blue,2,bike
2233,157,green,4,car
2834,112,green,2,bike
2522,105,red,4,car
2491,160,green,2,bike
1657,189,blue,2,bike
2491,161,red,2,car
2142,140,green,4,car
2281,122,green,4,bike
1030,200,green,2,car
1948,160,green,2,car
1499,102,blue,4,car
1280,182,green,2,car
1928,142,blue,2,car
1772,192,blue,2,bike
1541,195,red,4,car
2223,134,green,4,car
2679,115,blue,4,bike
2322,147,green,4,car
2985,128,red,4,car
2293,116,red,4,bike
1289,138,red,2,car
1877,155,green,4,car
2652,115,blue,4,car
1113,185,green,2,bike
1904,107,red,4,car
1150,127,red,4,bike
1244,115,red,2,bike
2922,115,green,2,car
2289,126,green,4,bike
2299,192,blue,4,car
2744,141,blue,2,car
2096,134,red,2,car
2309,184,green,2,car
2467,193,red,2,bike
1683,182,green,2,car
1112,127,green,2,bike
2431,132,blue,2,car
2115,193,blue,2,car
1649,166,red,2,car
2610,130,green,4,car
2616,187,red,4,bike
2563,147,blue,4,bike
2476,107,red,4,car
2099,200,red,4,car
2158,131,red,4,car
1074,145,green,2,car
2031,131,red,4,car
2390,154,blue,2,bike
2279,123,blue,4,bike
2352,190,blue,4,car
2609,120,green,4,bike
2787,180,red,4,car
